HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,ApartmentAge,TotalNearbyFacilities,ParkingToSizeRatio
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,347787,9,5.0,0.4535232383808096
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,283185,3,8.0,1.021978021978022
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,82300,24,10.0,0.12267080745341614
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,329646,1,2.0,1.4516483516483516
1,2,5,5.0,6.0,5.0,536.0,1993,4,1761,309734,23,16.0,0.3043725156161272
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,137168,11,14.0,1.0740242261103634
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,131858,24,17.0,0.0
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,158849,24,10.0,0.12267080745341614
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,407079,9,5.0,0.37139349294045426
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38495,24,17.0,0.0
2,0,5,5.0,7.0,5.0,1174.0,2014,9,644,270796,2,17.0,1.8229813664596273
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,241150,8,5.0,0.5729794933655006
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,162831,19,11.0,0.08695652173913043
2,0,5,5.0,7.0,5.0,1174.0,2014,9,846,322123,2,17.0,1.387706855791962
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,303539,9,5.0,1.4631336405529953
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75088,11,14.0,1.3951048951048952
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,231858,10,3.0,0.5864332603938731
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,79646,24,17.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,294690,9,5.0,0.4535232383808096
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,256637,10,3.0,0.30751577739529545
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,123893,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,380530,9,5.0,0.8360763660302831
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,340707,8,5.0,0.5196936542669585
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,218584,10,5.0,0.2021978021978022
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,358407,10,3.0,0.46649260226283723
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,95575,19,11.0,0.08695652173913043
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,278761,30,7.0,0.0
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,105309,2,5.0,0.375
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,55752,31,7.0,0.12947189097103917
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,284955,10,3.0,0.30751577739529545
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,157522,8,5.0,0.5729794933655006
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,146017,24,17.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,361061,7,5.0,0.175
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,65044,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,37168,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,61061,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,278761,9,5.0,1.4631336405529953
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,349557,3,8.0,1.021978021978022
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,230088,10,6.0,0.20044296788482835
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,393805,1,2.0,1.4516483516483516
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,76991,19,11.0,0.08695652173913043
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,357964,3,8.0,1.021978021978022
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,442477,9,5.0,0.9156452775775054
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,209734,30,7.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,442477,9,5.0,0.37139349294045426
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,429203,9,5.0,0.772976262933658
2,0,1,0.0,4.0,1.0,605.0,2007,5,1273,327433,9,5.0,0.4752553024351925
1,2,2,1.0,7.0,3.0,56.0,2003,5,907,119469,13,11.0,0.06174200661521499
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,203539,10,6.0,0.21120186697782964
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,194690,10,6.0,0.20044296788482835
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,405309,9,5.0,0.4079568442346595
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,72654,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,65486,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,224778,9,5.0,1.4631336405529953
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,41061,24,17.0,0.0
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,119469,24,10.0,0.12267080745341614
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,260176,11,14.0,0.8730853391684902
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,448672,9,5.0,0.35798816568047337
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,282566,9,4.0,0.37589670014347204
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,292035,9,5.0,1.4631336405529953
2,3,7,0.0,1.0,1.0,1321.0,2015,10,1035,442477,1,2.0,1.276328502415459
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,140380,3,8.0,1.4440993788819876
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,202654,10,6.0,0.20044296788482835
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,199115,23,16.0,0.8322981366459627
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,149557,24,10.0,0.08643326039387308
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,66814,19,11.0,0.1003584229390681
0,1,5,5.0,7.0,5.0,0.0,1992,3,644,101769,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,278761,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,209734,11,14.0,0.8730853391684902
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,86725,24,10.0,0.12267080745341614
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,339823,9,5.0,1.4631336405529953
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,336283,1,2.0,1.4516483516483516
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,320353,9,5.0,0.772976262933658
0,3,7,1.0,4.0,1.0,218.0,2014,1,160,57522,2,6.0,1.3625
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,245575,9,4.0,0.37589670014347204
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,238938,8,5.0,0.4070265638389032
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75088,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,215044,9,5.0,1.4631336405529953
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,230088,8,5.0,0.4070265638389032
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,263716,11,14.0,0.8730853391684902
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,177433,10,5.0,0.2021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,132743,23,16.0,0.5864332603938731
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,55752,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,116814,24,17.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,115044,23,16.0,0.5864332603938731
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,221238,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,203539,23,16.0,0.5864332603938731
0,3,3,2.0,5.0,0.0,76.0,1985,3,498,73451,31,7.0,0.15261044176706828
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,153982,24,10.0,0.12267080745341614
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,103663,3,8.0,2.183098591549296
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,373451,9,5.0,0.4079568442346595
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,234513,10,3.0,0.46649260226283723
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,1761,185840,23,16.0,0.3043725156161272
2,1,4,1.0,2.0,2.0,184.0,2006,5,636,143805,10,5.0,0.2893081761006289
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,407079,9,5.0,0.4079568442346595
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,460176,9,5.0,0.772976262933658
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,79646,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,170796,11,14.0,0.8730853391684902
0,0,4,0.0,3.0,2.0,0.0,1978,3,871,104424,38,5.0,0.0
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,150442,10,6.0,0.21120186697782964
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,361061,9,5.0,0.9156452775775054
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,230088,11,14.0,0.8730853391684902
0,3,6,1.0,5.0,2.0,18.0,1986,3,910,95132,30,8.0,0.01978021978021978
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,182300,10,5.0,0.22604422604422605
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,343362,2,17.0,1.2901098901098902
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,221238,8,5.0,0.5729794933655006
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,130088,24,17.0,0.0
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,61946,2,6.0,1.3974358974358974
2,0,5,5.0,7.0,5.0,1174.0,2014,9,907,331858,2,17.0,1.2943770672546857
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,106194,24,10.0,0.08643326039387308
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,157522,23,16.0,0.8322981366459627
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,203646,7,5.0,0.2230769230769231
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,198230,11,14.0,0.8730853391684902
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,75221,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,219469,11,14.0,0.6739864864864865
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,132300,11,14.0,1.0740242261103634
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,133628,23,16.0,0.5864332603938731
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,469026,9,5.0,0.9156452775775054
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,232743,10,5.0,0.22604422604422605
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,300884,10,3.0,0.30751577739529545
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,263716,2,17.0,1.834375
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,276991,2,17.0,1.834375
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,163716,30,7.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,292035,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,276106,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,1761,172566,23,16.0,0.3043725156161272
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,110619,23,16.0,0.5864332603938731
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,81415,23,16.0,0.8322981366459627
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,194690,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,145575,11,14.0,1.0740242261103634
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,369911,2,17.0,1.2901098901098902
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,385840,8,5.0,0.4070265638389032
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,174336,10,3.0,0.6552567237163814
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,123893,11,14.0,1.3951048951048952
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,216814,8,5.0,0.5196936542669585
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,116814,23,16.0,0.5864332603938731
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,382300,9,5.0,0.4079568442346595
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,300884,10,3.0,0.30751577739529545
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,172566,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,119469,23,16.0,0.8322981366459627
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,185840,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,87610,23,16.0,0.8322981366459627
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,255442,3,8.0,1.021978021978022
2,0,5,5.0,7.0,5.0,1174.0,2014,9,843,325221,2,17.0,1.3926453143534994
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,169911,11,14.0,0.8730853391684902
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,161946,8,5.0,0.5729794933655006
2,1,4,1.0,2.0,2.0,184.0,2006,5,636,247787,10,5.0,0.2893081761006289
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,168141,23,16.0,0.8322981366459627
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,159557,7,5.0,0.2230769230769231
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,252814,3,8.0,1.0253583241455346
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,212389,8,5.0,0.5196936542669585
2,0,5,5.0,7.0,5.0,1174.0,1980,9,910,54867,36,17.0,1.2901098901098902
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,110619,30,8.0,0.03543307086614173
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,153982,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,124778,23,16.0,0.5864332603938731
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,136283,24,10.0,0.08643326039387308
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,225663,9,4.0,0.47506799637352676
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,54867,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,334513,9,5.0,1.4631336405529953
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,265486,10,6.0,0.20044296788482835
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,161946,23,16.0,0.5864332603938731
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,187610,23,16.0,0.5864332603938731
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,264601,7,5.0,0.2230769230769231
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,277876,9,4.0,0.3692741367159972
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,221238,23,16.0,0.5864332603938731
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,192920,10,5.0,0.2021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,92035,23,16.0,0.8322981366459627
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,261061,2,17.0,1.834375
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,194690,10,5.0,0.2021978021978022
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,255442,3,8.0,1.021978021978022
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,290265,9,4.0,0.37589670014347204
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,428318,9,5.0,0.772976262933658
2,1,4,1.0,2.0,2.0,184.0,2006,5,811,177699,10,5.0,0.22688039457459927
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,188495,9,5.0,1.4631336405529953
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,64601,24,17.0,0.0
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,59292,2,6.0,1.3974358974358974
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,320353,10,3.0,0.3729993041057759
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,245575,11,14.0,1.0740242261103634
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,118584,24,10.0,0.12267080745341614
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,59911,2,6.0,1.3974358974358974
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,234513,7,5.0,0.175
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,202212,10,6.0,0.20044296788482835
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,287610,9,4.0,0.47506799637352676
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,218584,9,5.0,1.4631336405529953
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,291415,9,4.0,0.3692741367159972
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,194690,11,14.0,0.6739864864864865
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,305309,30,7.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,283185,9,4.0,0.5733041575492341
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,82300,23,16.0,0.8322981366459627
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,201566,7,5.0,0.2230769230769231
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,233628,8,5.0,0.5729794933655006
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,197345,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,109734,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,296460,9,5.0,1.4631336405529953
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,203646,7,5.0,0.2230769230769231
2,0,1,0.0,0.0,0.0,203.0,2014,10,1252,451327,2,0.0,0.1621405750798722
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,138938,24,17.0,0.0
2,1,4,1.0,2.0,2.0,184.0,2006,5,636,143805,10,5.0,0.2893081761006289
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,84070,2,5.0,0.375
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,314159,3,8.0,1.0253583241455346
2,0,5,5.0,7.0,5.0,1174.0,2014,9,644,269911,2,17.0,1.8229813664596273
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,211504,23,16.0,0.5864332603938731
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,76106,19,11.0,0.1003584229390681
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,237168,9,5.0,1.4631336405529953
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,314159,10,3.0,0.5864332603938731
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,266371,9,5.0,1.4631336405529953
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,389380,1,2.0,1.4516483516483516
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,185840,23,16.0,0.3694004135079256
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,153982,24,10.0,0.12267080745341614
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,199115,7,5.0,0.2230769230769231
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,189380,38,5.0,0.0
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,238938,8,5.0,0.5196936542669585
1,2,2,1.0,7.0,3.0,56.0,2003,5,907,123893,13,11.0,0.06174200661521499
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,276991,9,4.0,0.37589670014347204
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,296460,9,4.0,0.47506799637352676
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38053,24,17.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,455752,9,5.0,0.35798816568047337
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,271681,11,14.0,0.8730853391684902
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,223008,9,4.0,0.47506799637352676
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,60176,2,6.0,1.3974358974358974
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,110619,24,10.0,0.08643326039387308
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,419469,9,5.0,0.37139349294045426
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,157522,23,16.0,0.5864332603938731
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,46017,24,17.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73053,11,14.0,1.3951048951048952
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,243362,10,5.0,0.2021978021978022
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,285840,7,5.0,0.2230769230769231
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,242920,10,5.0,0.2021978021978022
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,370796,9,5.0,0.4079568442346595
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,212389,30,7.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,486725,9,5.0,0.772976262933658
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,207079,23,16.0,0.5864332603938731
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,181415,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,123008,23,16.0,0.5864332603938731
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,150442,24,10.0,0.12267080745341614
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,141592,11,14.0,1.0740242261103634
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,357522,9,5.0,1.4631336405529953
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
2,0,6,0.0,1.0,2.0,536.0,2006,5,1412,406194,10,3.0,0.37960339943342775
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,205309,11,14.0,1.0740242261103634
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,255309,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,236283,11,14.0,1.0740242261103634
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,293805,8,5.0,0.5729794933655006
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,283185,2,17.0,1.834375
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,207079,9,5.0,1.4631336405529953
2,1,4,1.0,5.0,1.0,0.0,1986,4,1796,371681,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,69911,31,7.0,0.12947189097103917
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,472566,9,5.0,0.772976262933658
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,149557,23,16.0,0.8322981366459627
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,336283,30,7.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,114159,24,17.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,250442,10,3.0,0.46649260226283723
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,340707,9,5.0,0.772976262933658
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,351327,2,17.0,1.2901098901098902
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,296460,11,14.0,0.8730853391684902
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,105309,2,5.0,0.375
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,231858,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,161061,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,73008,24,17.0,0.0
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,141592,10,5.0,0.2021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
0,3,6,1.0,5.0,2.0,18.0,1986,3,451,46902,30,8.0,0.03991130820399113
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,214159,10,5.0,0.2021978021978022
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,43185,24,17.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,262831,30,7.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,176991,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,194690,11,14.0,0.8730853391684902
0,3,7,1.0,4.0,1.0,218.0,2014,1,135,57522,2,6.0,1.614814814814815
2,3,7,0.0,1.0,1.0,1321.0,2015,10,914,382300,1,2.0,1.4452954048140043
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,170353,8,5.0,0.5196936542669585
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,205309,11,14.0,1.0740242261103634
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,86725,31,7.0,0.12947189097103917
2,0,5,5.0,7.0,5.0,1174.0,2014,9,914,370796,2,17.0,1.2844638949671772
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,245132,9,5.0,1.4631336405529953
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,371681,2,0.0,0.22210065645514224
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,234513,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,161504,23,16.0,0.5864332603938731
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,165486,10,5.0,0.22604422604422605
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,157522,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75088,11,14.0,1.3951048951048952
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,376106,2,0.0,0.22210065645514224
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75088,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,176991,30,7.0,0.0
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,100000,30,8.0,0.03543307086614173
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,360176,9,5.0,0.35798816568047337
